starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 13 13:58:08 2023	1697198288	0	1	1	1
Fri Oct 13 13:58:08 2023	1697198288	0	1	1	1
Fri Oct 13 13:58:08 2023	1697198288	0	1	1	1
Fri Oct 13 13:58:08 2023	1697198288	0	1	1	1
Fri Oct 13 13:58:08 2023	1697198288	0	1	1	1
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	1
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	1
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	1
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	2	2	2
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	0
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	3	3	3
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	3
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
